[C:\Users\Physics-Lab\Desktop\Programs\Hyun\R-Tmeasurement-4pt_325.exe 1 1 221125_cl.dat 1e-2 30 300 3 ]

Time(sec)	Temperature(K)	     Resistance(Ohm)	    Current(A)  TempError(K)	ResError(Ohm)	CurrError(A)
2400.998	195.18	1.98E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2403.398	195.06	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2405.804	194.94	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2408.203	194.82	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2410.605	194.71	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2413	194.59	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2415.403	194.47	1.99E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2417.809	194.35	1.98E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2420.2	194.23	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2422.6	194.11	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2425.001	193.99	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2427.402	193.87	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2429.805	193.76	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2432.203	193.64	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2434.602	193.52	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2437.002	193.4	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2439.404	193.28	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2441.807	193.16	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2444.205	193.04	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2446.604	192.93	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2449.007	192.81	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2451.406	192.69	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2453.812	192.57	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2456.211	192.45	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2458.613	192.34	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2461.008	192.22	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2463.412	192.1	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2465.812	191.98	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2468.209	191.86	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2470.609	191.74	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2473.009	191.63	2.02E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2475.409	191.51	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2477.813	191.39	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2480.21	191.27	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2482.611	191.15	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2485.012	191.03	1.98E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2487.411	190.91	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2489.816	190.79	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2492.215	190.68	1.98E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2494.614	190.56	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2497.013	190.44	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2499.417	190.32	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2501.823	190.2	1.98E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2504.222	190.08	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2506.616	189.96	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2509.019	189.85	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2511.423	189.73	1.99E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2513.82	189.61	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2516.217	189.49	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2518.618	189.38	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2521.018	189.26	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2523.418	189.14	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2525.822	189.02	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2528.218	188.9	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2530.619	188.78	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2533.02	188.67	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2535.42	188.55	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2537.824	188.43	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2540.223	188.32	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2542.622	188.2	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2545.024	188.08	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2547.424	187.96	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2549.83	187.84	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2552.23	187.73	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2554.626	187.61	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2557.027	187.49	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2559.429	187.38	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2561.828	187.26	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2564.226	187.14	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2566.626	187.02	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2569.027	186.9	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2571.428	186.79	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2573.83	186.67	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2576.228	186.55	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2578.629	186.43	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2581.029	186.31	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2583.429	186.2	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2585.835	186.08	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2588.231	185.96	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2590.633	185.84	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2593.032	185.73	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2595.435	185.61	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2597.84	185.49	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2600.239	185.38	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2602.634	185.26	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2605.037	185.14	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2607.44	185.02	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2609.838	184.91	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2612.235	184.79	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2614.636	184.67	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2617.036	184.55	1.99E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2619.436	184.43	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2621.84	184.32	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2624.238	184.2	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2626.638	184.08	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2629.039	183.96	1.96E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2631.439	183.84	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2633.844	183.72	1.93E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2636.239	183.6	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2638.643	183.48	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2641.042	183.37	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2643.445	183.25	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2645.851	183.13	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2648.25	183.01	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2650.644	182.9	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2653.046	182.78	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2655.444	182.66	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2657.848	182.54	1.98E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2660.245	182.42	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2662.644	182.31	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2665.045	182.19	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2667.446	182.07	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2669.85	181.95	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2672.246	181.83	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2674.648	181.72	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2677.048	181.6	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2679.448	181.48	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2681.851	181.36	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2684.25	181.24	1.95E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2686.649	181.13	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2689.052	181.01	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2691.452	180.89	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2693.858	180.77	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2696.257	180.66	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2698.653	180.54	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2701.054	180.42	1.97E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2703.456	180.3	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2705.856	180.19	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2708.254	180.07	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2710.655	179.95	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2713.054	179.83	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2715.455	179.71	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2717.859	179.59	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2720.255	179.48	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2722.656	179.36	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2725.056	179.24	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2727.458	179.12	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2729.862	179	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2732.258	178.88	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2734.66	178.76	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2737.059	178.64	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2739.461	178.53	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2741.867	178.41	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2744.267	178.29	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2746.662	178.17	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2749.064	178.05	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2751.469	177.93	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2753.865	177.82	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2756.262	177.7	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2758.662	177.63	1.89E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2761.064	177.51	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2763.464	177.39	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2765.868	177.28	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2768.265	177.16	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2770.665	177.04	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2773.065	176.92	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2775.468	176.8	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2777.871	176.68	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2780.27	176.56	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2782.669	176.45	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2785.072	176.33	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2787.474	176.21	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2789.873	176.1	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2792.271	175.98	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2794.673	175.86	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2797.07	175.74	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2799.472	175.62	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2801.875	175.51	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2804.272	175.39	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2806.671	175.27	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2809.072	175.15	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2811.472	175.03	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2813.878	174.91	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2816.275	174.8	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2818.674	174.68	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2821.076	174.56	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2823.475	174.44	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2825.88	174.32	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2828.276	174.2	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2830.68	174.08	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2833.082	173.97	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2835.484	173.85	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2837.882	173.73	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2840.282	173.61	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2842.679	173.5	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2845.078	173.38	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2847.478	173.26	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2849.883	173.14	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2852.28	173.02	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2854.681	172.9	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2857.081	172.78	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2859.482	172.66	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2861.885	172.55	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2864.282	172.43	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2866.684	172.31	1.88E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2869.084	172.19	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2871.485	172.07	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2873.891	171.95	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2876.287	171.83	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2878.689	171.71	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2881.092	171.59	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2883.489	171.48	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2885.893	171.36	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2888.29	171.24	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2890.688	171.12	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2893.088	171	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2895.488	170.88	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2897.892	170.76	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2900.291	170.64	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2902.691	170.52	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2905.09	170.4	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2907.491	170.28	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2909.894	170.16	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2912.291	170.04	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2914.692	169.92	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2917.093	169.8	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2919.496	169.68	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2921.897	169.56	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2924.294	169.44	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2926.697	169.32	1.87E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2929.099	169.19	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2931.501	169.08	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2933.9	168.96	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2936.299	168.84	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2938.701	168.71	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2941.097	168.59	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2943.497	168.47	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2945.901	168.35	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2948.298	168.23	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2950.697	168.11	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2953.1	167.99	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2955.501	167.87	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2957.904	167.75	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2960.301	167.63	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2962.701	167.51	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2965.101	167.39	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2967.504	167.27	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2969.906	167.15	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2972.305	167.03	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2974.705	166.92	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2977.108	166.79	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2979.511	166.68	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2981.909	166.56	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2984.307	166.44	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2986.709	166.32	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2989.107	166.2	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2991.507	166.08	1.84E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2993.91	165.96	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2996.308	165.84	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
2998.707	165.73	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3001.108	165.61	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3003.508	165.49	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3005.913	165.37	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3008.31	165.25	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3010.71	165.13	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3013.111	165.02	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3015.511	164.9	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3017.915	164.78	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3020.312	164.66	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3022.714	164.54	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3025.114	164.42	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3027.516	164.3	1.82E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3029.922	164.18	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3032.321	164.07	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3034.715	163.95	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3037.118	163.83	1.86E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3039.52	163.71	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3041.92	163.59	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3044.317	163.47	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3046.717	163.35	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3049.117	163.23	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3051.518	163.11	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3053.922	163	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3056.318	162.88	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3058.72	162.76	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3061.12	162.64	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3063.521	162.52	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3065.926	162.4	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3068.321	162.29	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3070.724	162.16	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3073.123	162.05	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3075.527	161.93	1.80E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3077.933	161.81	1.79E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3080.325	161.69	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3082.726	161.57	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3085.128	161.45	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3087.524	161.33	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3089.928	161.22	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3092.326	161.1	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3094.727	160.98	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3097.127	160.86	1.90E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3099.527	160.74	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3101.931	160.62	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3104.328	160.5	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3106.728	160.39	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3109.129	160.27	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3111.53	160.15	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3113.933	160.03	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3116.33	159.91	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3118.732	159.8	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3121.131	159.68	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3123.534	159.56	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3125.936	159.45	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3128.336	159.33	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3130.739	159.21	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3133.135	159.1	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3135.536	158.98	1.91E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3137.942	158.86	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3140.334	158.74	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3142.735	158.63	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3145.136	158.51	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3147.536	158.4	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3149.94	158.28	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3152.336	158.16	1.77E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3154.737	158.04	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3157.137	157.93	1.83E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3159.538	157.81	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3161.942	157.69	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3164.339	157.58	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3166.74	157.46	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3169.142	157.34	1.81E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3171.541	157.23	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
