[C:\Users\Physics-Lab\Desktop\Programs\Hyun\R-Tmeasurement-4pt_325.exe 1 1 221125_cl.dat 1e-2 30 300 3 ]

Time(sec)	Temperature(K)	     Resistance(Ohm)	    Current(A)  TempError(K)	ResError(Ohm)	CurrError(A)
3946.886	119.48	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3949.288	119.36	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3951.687	119.25	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3954.092	119.13	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3956.488	119.01	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3958.891	118.9	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3961.293	118.78	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3963.696	118.67	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3966.094	118.55	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3968.493	118.43	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3970.895	118.32	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3973.291	118.2	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3975.691	118.09	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3978.094	117.97	1.85E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3980.493	117.85	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3982.892	117.74	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3985.293	117.62	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3987.694	117.51	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3990.098	117.39	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3992.495	117.27	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3994.895	117.16	1.78E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3997.295	117.04	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
3999.696	116.92	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4002.103	116.81	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4004.498	116.69	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4006.9	116.58	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4009.3	116.46	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4011.702	116.35	1.92E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4014.108	116.23	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4016.501	116.12	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4018.901	116	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4021.307	115.88	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4023.701	115.77	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4026.105	115.65	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4028.502	115.54	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4030.901	115.42	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4033.302	115.3	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4035.702	115.19	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4038.106	115.07	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4040.503	114.96	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4042.904	114.84	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4045.304	114.72	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4047.705	114.6	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4050.108	114.48	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4052.508	114.36	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4054.907	114.25	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4057.307	114.13	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4059.709	114.01	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4062.115	113.89	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4064.514	113.77	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4066.908	113.66	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4069.311	113.54	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4071.709	113.42	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4074.113	113.31	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4076.51	113.19	1.76E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4078.91	113.07	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4081.31	112.95	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4083.711	112.83	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4086.115	112.72	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4088.511	112.6	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4090.914	112.48	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4093.314	112.36	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4095.713	112.24	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4098.118	112.13	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4100.514	112.01	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4102.915	111.89	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4105.317	111.77	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4107.717	111.66	1.73E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4110.123	111.54	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4112.519	111.42	1.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4114.921	111.3	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4117.324	111.18	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4119.719	111.07	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4122.124	110.95	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4124.524	110.83	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4126.92	110.71	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4129.32	110.6	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4131.721	110.48	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4134.123	110.36	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4136.521	110.24	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4138.921	110.13	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4141.322	110.01	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4143.723	109.89	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4146.127	109.77	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4148.523	109.65	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4150.924	109.53	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4153.326	109.41	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4155.724	109.3	1.72E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4158.13	109.18	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4160.527	109.06	1.70E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4162.93	108.94	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4165.332	108.82	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4167.735	108.7	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4170.133	108.59	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4172.531	108.47	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4174.928	108.35	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4177.329	108.23	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4179.729	108.11	1.75E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4182.133	107.99	1.74E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4184.53	107.87	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4186.931	107.76	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4189.331	107.64	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4191.731	107.52	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4194.136	107.4	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4196.533	107.28	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4198.933	107.16	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4201.334	107.05	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4203.734	106.93	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4206.14	106.81	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4208.535	106.69	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4210.934	106.57	1.68E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4213.338	106.46	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4215.74	106.34	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4218.146	106.22	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4220.538	106.11	1.69E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4222.939	105.99	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4225.342	105.87	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4227.738	105.75	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4230.142	105.63	1.65E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4232.539	105.52	1.71E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4234.94	105.4	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4237.34	105.28	1.35E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4239.74	105.16	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4242.144	105.04	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4244.541	104.92	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4246.943	104.8	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4249.343	104.69	1.66E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4251.745	104.57	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4254.146	104.45	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4256.545	104.33	1.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4258.945	104.21	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4261.347	104.09	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4263.75	103.97	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4266.157	103.86	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4268.547	103.74	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4270.95	103.62	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4273.346	103.5	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4275.747	103.38	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4278.15	103.26	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4280.547	103.14	1.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4282.95	103.02	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4285.35	102.9	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4287.75	102.79	1.67E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4290.154	102.67	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4292.551	102.55	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4294.951	102.43	1.94E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4297.352	102.31	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4299.753	102.2	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4302.159	102.07	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4304.554	101.96	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4306.954	101.84	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4309.357	101.72	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4311.759	101.6	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4314.165	101.48	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4316.558	101.37	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4318.959	101.25	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4321.361	101.13	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4323.757	101.01	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4326.161	100.89	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4328.558	100.78	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4330.958	100.66	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4333.358	100.54	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4335.76	100.42	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4338.163	100.3	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4340.56	100.18	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4342.961	100.07	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4345.361	99.947	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4347.761	99.831	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4350.166	99.72	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4352.563	99.626	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4354.965	99.537	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4357.365	99.448	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4359.767	99.357	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4362.173	99.267	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4364.565	99.18	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4366.966	99.09	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4369.37	98.998	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4371.766	98.908	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4374.17	98.817	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4376.566	98.726	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4378.967	98.635	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4381.367	98.542	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4383.767	98.449	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4386.171	98.354	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4388.569	98.259	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4390.969	98.166	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4393.37	98.069	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4395.771	97.975	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4398.177	97.877	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4400.572	97.782	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4402.971	97.684	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4405.375	97.587	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4407.777	97.489	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4410.183	97.393	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4412.574	97.294	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4414.977	97.196	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4417.374	97.095	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4419.774	96.995	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4422.178	96.895	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4424.575	96.794	1.61E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4426.976	96.693	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4429.376	96.592	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4431.776	96.492	1.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4434.18	96.391	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4436.577	96.288	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4438.979	96.187	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4441.379	96.085	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4443.781	95.983	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4446.183	95.88	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4448.58	95.774	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4450.982	95.673	1.63E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4453.385	95.57	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4455.787	95.465	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4458.187	95.363	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4460.585	95.259	1.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4462.987	95.153	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4465.383	95.049	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4467.784	94.945	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4470.187	94.837	1.58E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4472.584	94.732	1.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4474.985	94.625	1.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4477.386	94.518	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4479.785	94.412	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4482.19	94.304	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4484.586	94.196	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4486.987	94.088	1.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4489.387	93.981	1.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4491.789	93.874	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4494.195	93.765	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4496.59	93.657	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4498.99	93.548	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4501.392	93.443	1.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4503.795	93.332	1.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4506.2	93.225	1.56E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4508.591	93.118	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4510.994	93.01	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4513.399	92.901	1.57E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4515.793	92.791	1.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4518.196	92.683	1.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4520.593	92.572	1.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4522.994	92.462	1.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4525.393	92.356	1.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4527.796	92.247	1.54E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4530.199	92.135	1.53E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4532.596	92.027	1.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4534.997	91.916	1.55E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4537.397	91.806	1.59E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4539.797	91.696	1.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4542.203	91.584	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4544.599	91.474	1.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4547.001	91.361	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4549.401	91.25	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4551.804	91.139	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4554.209	91.026	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4556.601	90.918	1.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4559.003	90.807	1.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4561.406	90.694	1.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4563.803	90.584	1.49E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4566.207	90.472	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4568.604	90.359	1.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4571.004	90.246	1.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4573.404	90.137	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4575.804	90.024	4.60E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4578.208	89.908	-7.87E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4580.606	89.795	2.12E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4583.006	89.68	2.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4585.406	89.566	1.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4587.806	89.452	1.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4590.211	89.336	1.62E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4592.607	89.221	1.52E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4595.009	89.106	1.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4597.41	88.992	1.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4599.813	88.876	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4602.218	88.762	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4604.611	88.648	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4607.012	88.533	1.47E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4609.415	88.419	1.50E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4611.81	88.302	1.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4614.216	88.186	1.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4616.612	88.071	1.51E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4619.012	87.956	1.64E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4621.413	87.838	1.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4623.813	87.722	1.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4626.216	87.607	1.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4628.614	87.49	1.48E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4631.014	87.374	1.40E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4633.416	87.258	1.46E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4635.817	87.141	1.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4638.219	87.025	1.42E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4640.617	86.909	1.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4643.017	86.792	1.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4645.42	86.676	1.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4647.823	86.559	1.43E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4650.229	86.444	1.20E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4652.62	86.328	1.44E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4655.022	86.209	1.45E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4657.42	86.091	1.24E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4659.82	85.974	4.23E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4662.224	85.857	1.33E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4664.621	85.74	1.36E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4667.022	85.621	1.39E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4669.423	85.505	1.39E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4671.823	85.386	1.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4674.226	85.267	1.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4676.623	85.151	1.38E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4679.023	85.033	1.35E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4681.423	84.915	1.34E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4683.825	84.795	1.36E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4686.23	84.676	1.31E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4688.626	84.558	1.28E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4691.027	84.44	1.29E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4693.427	84.321	1.19E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4695.83	84.2	1.18E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4698.235	84.083	1.11E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4700.634	83.967	1.03E-03	1.00E-02	0	0.00000000e+000   0.0000e+000	
4703.029	83.846	9.86E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4705.432	83.729	9.45E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4707.829	83.608	9.11E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4710.233	83.489	8.69E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4712.63	83.369	7.98E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4715.029	83.249	7.49E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4717.43	83.129	7.03E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
